Codigo,Descripcion,DAI,ISC,IVA,Nota_Referencia,Exento_IVA,Keywords_Sugeridas
4103.90.11.00.00,"LOS DEMÁS CUEROS Y PIELES EN BRUTO (FRESCOS O SALADOS, SECOS, ENCALADOS, PIQUELADOS O CONSERVADOS DE OTRO MODO, PERO SIN CURTIR, APERGAMINAR NI PREPARAR DE OTRA FORMA), INCLUSO DEPILADOS O DIVIDIDOS, EXCEPTO LOS EXCLUIDOS POR LAS NOTAS 1 b) o 1 c) DE ESTE CAPÍTULO > De caprino",0.05,0.0,0.15,,No,"Cueros caprinos, Pieles en bruto, Cueros frescos, Pieles saladas, Cueros secos"
4103.90.12.00.00,"LOS DEMÁS CUEROS Y PIELES EN BRUTO (FRESCOS O SALADOS, SECOS, ENCALADOS, PIQUELADOS O CONSERVADOS DE OTRO MODO, PERO SIN CURTIR, APERGAMINAR NI PREPARAR DE OTRA FORMA), INCLUSO DEPILADOS O DIVIDIDOS, EXCEPTO LOS EXCLUIDOS POR LAS NOTAS 1 b) o 1 c) DE ESTE CAPÍTULO > De camello o dromedario",0.15,0.15,0.15,,No,"cuero en bruto, pieles sin curtir, pieles de camello, cueros frescos, pieles saladas"
4103.90.19.00.00,"LOS DEMÁS CUEROS Y PIELES EN BRUTO (FRESCOS O SALADOS, SECOS, ENCALADOS, PIQUELADOS O CONSERVADOS DE OTRO MODO, PERO SIN CURTIR, APERGAMINAR NI PREPARAR DE OTRA FORMA), INCLUSO DEPILADOS O DIVIDIDOS, EXCEPTO LOS EXCLUIDOS POR LAS NOTAS 1 b) o 1 c) DE ESTE CAPÍTULO > Los demás",0.05,0.0,0.15,,No,"Cueros en bruto, Pieles frescas, Pieles saladas, Cueros secos, Pieles conservadas"
4103.90.91.00.00,"LOS DEMÁS CUEROS Y PIELES EN BRUTO (FRESCOS O SALADOS, SECOS, ENCALADOS, PIQUELADOS O CONSERVADOS DE OTRO MODO, PERO SIN CURTIR, APERGAMINAR NI PREPARAR DE OTRA FORMA), INCLUSO DEPILADOS O DIVIDIDOS, EXCEPTO LOS EXCLUIDOS POR LAS NOTAS 1 b) o 1 c) DE ESTE CAPÍTULO > De caprino",0.0,0.0,0.15,,No,"Cueros caprinos, Pieles en bruto, Cueros frescos, Pieles saladas, Cueros secos"
4103.90.92.00.00,"LOS DEMÁS CUEROS Y PIELES EN BRUTO (FRESCOS O SALADOS, SECOS, ENCALADOS, PIQUELADOS O CONSERVADOS DE OTRO MODO, PERO SIN CURTIR, APERGAMINAR NI PREPARAR DE OTRA FORMA), INCLUSO DEPILADOS O DIVIDIDOS, EXCEPTO LOS EXCLUIDOS POR LAS NOTAS 1 b) o 1 c) DE ESTE CAPÍTULO > De camello o dromedario",0.15,0.15,0.15,,No,"cuero en bruto, pieles sin curtir, pieles de camello, cueros frescos, pieles saladas"
4103.90.99.00.00,"LOS DEMÁS CUEROS Y PIELES EN BRUTO (FRESCOS O SALADOS, SECOS, ENCALADOS, PIQUELADOS O CONSERVADOS DE OTRO MODO, PERO SIN CURTIR, APERGAMINAR NI PREPARAR DE OTRA FORMA), INCLUSO DEPILADOS O DIVIDIDOS, EXCEPTO LOS EXCLUIDOS POR LAS NOTAS 1 b) o 1 c) DE ESTE CAPÍTULO > Los demás",0.0,0.0,0.01,,No,"Cueros en bruto, Pieles frescas, Pieles saladas, Cueros secos, Pieles conservadas"
4104.11.11.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De semicurtición mineral al cromo húmedo (“wet blue”)",0.0,0.0,0.15,,No,"cuero bovino, piel curtida, cuero de búfalo, piel de equino, curtido mineral"
4104.11.19.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Los demás",0.05,0.0,0.01,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4104.11.21.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De bovino con precurtido vegetal",0.1,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero de equino, piel precurtida"
4104.11.22.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De bovino, de semicurtición mineral al cromo húmedo (“wet blue”)",0.0,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero de equino, wet blue"
4104.11.23.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Otros de bovino",0.05,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4104.11.24.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De equino",0.1,0.0,0.01,,No,"cuero de equino, piel curtida, piel de caballo, cuero bovino, piel de búfalo"
4104.19.11.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De semicurtición mineral al cromo húmedo (“wet-blue”)",0.0,0.0,0.15,,No,"cuero bovino, piel curtida, cuero de búfalo, piel de equino, curtido al cromo"
4104.19.19.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Los demás",0.05,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4104.19.21.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De bovino con precurtido vegetal",0.1,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero de equino, piel precurtida"
4104.19.22.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De bovino, de semicurtición mineral al cromo húmedo (“wet blue”)",0.0,0.0,0.15,,No,"cuero bovino, piel curtida, cuero de búfalo, piel de equino, cuero wet blue"
4104.19.23.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Otros de bovino",0.05,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4104.19.24.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De equino",0.1,0.0,0.01,,No,"cuero de equino, piel curtida, piel de caballo, cuero bovino, piel de búfalo"
4104.41.10.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De bovino, con una superficie por unidad inferior o igual a 2.6 m2 (28 pies cuadrados)",0.05,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero de equino, piel dividida"
4104.41.90.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Otros",0.1,0.0,0.01,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4104.49.10.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De bovino, con una superficie por unidad inferior o igual a 2.6 m2 (28 pies cuadrados)",0.05,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4104.49.90.00.00,"CUEROS Y PIELES CURTIDOS O CRUST”, DE BOVINO (INCLUIDO EL BÚFALO) O DE EQUINO, DEPILADOS, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Otros",0.1,0.0,0.15,,No,"cuero bovino, piel curtida, piel de búfalo, cuero equino, piel dividida"
4105.10.00.00.00,"PIELES CURTIDAS O CRUST”, DE OVINO, DEPILADAS, INCLUSO DIVIDIDAS PERO SIN OTRA PREPARACIÓN > En estado húmedo (incluido el wet blue)",0.05,0.0,0.15,,No,"pieles de ovino, pieles curtidas, pieles húmedas, crust, wet blue"
4105.30.00.00.00,"PIELES CURTIDAS O CRUST”, DE OVINO, DEPILADAS, INCLUSO DIVIDIDAS PERO SIN OTRA PREPARACIÓN > En estado seco (crust)",0.05,0.0,0.01,,No,"pieles de ovino, pieles curtidas, pieles crust, pieles depiladas, pieles secas"
4106.21.00.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > En estado húmedo (incluido el wet blue)",0.05,0.0,0.15,,No,"Cueros, Pieles, Curtidos, Wet blue, Materia prima"
4106.22.00.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > En estado seco (crust)",0.05,0.0,0.01,,No,"Cueros, Pieles, Curtidos, Crust, Animales"
4106.31.10.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De semicurtición mineral al cromo húmedo (“wet blue”)",0.0,0.0,0.15,,No,"Cueros, Pieles, Curtidos, Semicurtición, Wet blue"
4106.31.90.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > Otros",0.05,0.0,0.15,,No,"Cueros, Pieles, Curtidos, Crust, Materiales animales"
4106.32.00.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > En estado seco (crust)",0.05,0.0,0.15,,No,"Cueros, Pieles, Curtidos, Crust, Materiales de origen animal"
4106.40.00.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > De reptil",0.05,0.0,0.15,,No,"Cueros de reptil, Pieles curtidas, Pieles de animales, Cueros depilados, Materiales de cuero"
4106.91.00.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > En estado húmedo (incluido el wet blue)",0.05,0.0,0.15,,No,"Cueros, Pieles, Curtidos, Wet blue, Materia prima"
4106.92.00.00.00,"CUEROS Y PIELES DEPILADOS DE LOS DEMÁS ANIMALES Y PIELES DE ANIMALES SIN PELO, CURTIDOS O CRUST, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN > En estado seco (crust)",0.05,0.0,0.01,,No,"Cueros, Pieles, Curtidos, Crust, Animales"
4107.11.10.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > De bovino, con una superficie por unidad inferior o igual a 2.6 m2 (28 pies cuadrados) 209",0.05,0.0,0.15,,No,"Cueros bovinos, pieles curtidas, cueros depilados, pieles de búfalo, cueros equinos"
4107.12.10.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > De bovino, con una superficie por unidad inferior o igual a 2.6 m2 (28 pies cuadrados)",0.0,0.0,0.0,,No,"Cueros bovinos, pieles curtidas, cueros de búfalo, pieles depiladas, cueros equinos."
4107.12.90.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Otros",0.0,0.0,0.0,,No,"Cueros bovinos, Pieles tratadas, Cuero curtido, Pieles de búfalo, Cueros equinos"
4107.19.10.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > De bovino, con una superficie por unidad inferior o igual a 2.6 m2 (28 pies cuadrados)",0.0,0.0,0.0,,No,"Cueros bovinos, pieles curtidas, cueros de búfalo, pieles depiladas, cueros equinos."
4107.19.90.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Otros",0.0,0.0,0.0,,No,"Cueros, Pieles, Curtido, Materia prima, Productos de cuero"
4107.91.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Plena flor sin dividir",0.0,0.0,0.0,,No,"Cueros bovinos, pieles curtidas, cueros equinos, pieles depiladas, cueros de plena flor"
4107.92.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Divididos con la flor",0.0,0.0,0.0,,No,"Cueros bovinos, pieles curtidas, cueros equinos, pieles depiladas, cueros divididos."
4107.99.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Los demás",0.0,0.0,0.0,,No,"Cueros bovinos, pieles tratadas, cueros depilados, pieles de búfalo, cueros equinos."
4112.00.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O DEL SECADO Y CUEROS Y PIELES APERGAMINADOS, DE BOVINO (INCLUIDO EL BÚFALO) O EQUINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Los demás > CUEROS PREPARADOS DESPUÉS DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE OVINO, DEPILADOS, INCLUSO DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14",0.0,0.0,0.0,,No,"Cueros, Pieles, Curtido, Materia prima, Comercio de pieles"
4113.10.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE LOS DEMÁS ANIMALES, DEPILADOS, Y CUEROS PREPARADOS DESPUÉS DEL CURTIDO Y CUEROS Y PIELES APERGAMINADOS, DE ANIMALES SIN PELO, INCLUSO LOS DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > De caprino",0.0,0.0,0.0,,No,"Cueros, Pieles, Curtido, Comercio de pieles, Materia prima animal"
4113.20.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE LOS DEMÁS ANIMALES, DEPILADOS, Y CUEROS PREPARADOS DESPUÉS DEL CURTIDO Y CUEROS Y PIELES APERGAMINADOS, DE ANIMALES SIN PELO, INCLUSO LOS DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > De porcino",0.0,0.0,0.0,,No,"Cueros, Pieles, Curtido, Materia prima, Comercio de pieles"
4113.30.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE LOS DEMÁS ANIMALES, DEPILADOS, Y CUEROS PREPARADOS DESPUÉS DEL CURTIDO Y CUEROS Y PIELES APERGAMINADOS, DE ANIMALES SIN PELO, INCLUSO LOS DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > De reptil",0.0,0.0,0.0,,No,"Cueros, Pieles, Curtido, Comercio de pieles, Cueros de reptil"
4113.90.00.00.00,"CUEROS PREPARADOS DESPUÉS DEL CURTIDO O SECADO Y CUEROS Y PIELES APERGAMINADOS, DE LOS DEMÁS ANIMALES, DEPILADOS, Y CUEROS PREPARADOS DESPUÉS DEL CURTIDO Y CUEROS Y PIELES APERGAMINADOS, DE ANIMALES SIN PELO, INCLUSO LOS DIVIDIDOS, EXCEPTO LOS DE LA PARTIDA 41.14 > Los demás",0.0,0.0,0.0,,No,"Cueros, Pieles, Curtido, Materias primas, Comercio de pieles"
4114.10.00.00.00,CUEROS Y PIELES AGAMUZADOS ( INCLUIDO EL AGAMUZADO COMBINADO AL ACEITE); CUEROS Y PIELES CHAROLADOS Y SUS IMITACIONES DE CUEROS O PIELES CHAPADOS; CUEROS Y PIELES METALIZADOS > Cueros y pieles agamuzados (incluido el agamuzado combinado al aceite),0.0,0.0,0.0,,No,"Cueros, Pieles, Materiales sintéticos, Cuero de gamuza, Cuero charolado"
4114.20.00.00.00,CUEROS Y PIELES AGAMUZADOS ( INCLUIDO EL AGAMUZADO COMBINADO AL ACEITE); CUEROS Y PIELES CHAROLADOS Y SUS IMITACIONES DE CUEROS O PIELES CHAPADOS; CUEROS Y PIELES METALIZADOS > Cueros y pieles charolados y sus imitaciones de cueros o pieles chapados; cueros y pieles metalizados,0.0,0.0,0.0,,No,"Cueros, Pieles, Materiales sintéticos, Cuero charolado, Cuero metalizado"
4115.10.00.00.00,"CUERO REGENERADO A BASE DE CUERO O FIBRAS DE CUERO, EN PLACAS, HOJAS O TIRAS, INCLUSO ENROLLADAS; RECORTES Y DEMÁS DESPERDICIOS DE CUERO O PIEL, PREPARADOS, O DE CUERO REGENERADO, NO UTILIZABLES PARA LA FABRICACIÓN DE MANUFACTURAS DE CUERO; ASERRÍN, POLVO Y HARINA DE CUERO > Cuero regenerado a base de cuero o fibras de cuero, en placas, hojas o tiras, incluso enrolladas",0.0,0.0,0.0,,No,"Cuero reciclado, Cuero sintético, Materiales de cuero, Desperdicios de cuero, Productos de cuero reciclado"
4115.20.00.00.00,"CUERO REGENERADO A BASE DE CUERO O FIBRAS DE CUERO, EN PLACAS, HOJAS O TIRAS, INCLUSO ENROLLADAS; RECORTES Y DEMÁS DESPERDICIOS DE CUERO O PIEL, PREPARADOS, O DE CUERO REGENERADO, NO UTILIZABLES PARA LA FABRICACIÓN DE MANUFACTURAS DE CUERO; ASERRÍN, POLVO Y HARINA DE CUERO > Recortes y demás desperdicios de cuero o piel, preparados, o de cuero regenerado, no utilizables para la fabricación de manufacturas de cuero; aserrín, polvo y harina de cuero _______________ 210",0.0,0.0,0.0,,No,"cuero reciclado, residuos de cuero, subproductos de piel, desechos de cuero, materiales de cuero regenerado"
4201.00.00.00.00,"; b) las prendas y complementos (accesorios), de vestir (excepto los guantes, mitones y manoplas), de cuero o piel, forrados interiormente con peletería natural o peletería facticia o artificial, así como las prendas y complementos (accesorios), de vestir, de cuero o piel con partes exteriores de peletería natural o peletería facticia o artificial, cuando éstas superen el papel de simples guarniciones (partidas 43.03 o 43.04, según los casos); c) los artículos confeccionados con redes de la partida 56.08; d) los artículos del Capítulo 64; e) los sombreros, demás tocados, y sus partes, del Capítulo 65; f) los látigos, fustas y demás artículos de la partida 66.02; g) los gemelos, pulseras y demás artículos de bisutería (partida 71.17); h) los accesorios y guarniciones de talabartería o guarnicionería (por ejemplo: frenos, estribos, hebillas), presentados aisladamente (Sección XV, generalmente); ij) las cuerdas armónicas, parches de tambor o de instrumentos similares y demás partes de instrumentos musicales (partida 92.09); k) los artículos del Capítulo 94 (por ejemplo: muebles, luminarias y aparatos de alumbrado); l) los artículos del Capítulo 95 (por ejemplo: juguetes, juegos, artefactos deportivos); m) los botones, botones de presión, formas para botones y demás partes de botones o de botones de presión y esbozos de botones, de la partida 96.06. 3. A) Además de lo dispuesto en la Nota 2 anterior, la partida 42.02 no comprende: a) las bolsas de hojas de plástico, con asas, no concebidas para un uso prolongado, incluso impresas (partida 39.23); b) los artículos de materia trenzable (partida 46.02). B) Las manufacturas comprendidas en las partidas 42.02 y 42.03 con partes de metal precioso o de chapados de metal precioso (plaqué), de perlas finas (naturales) o cultivadas o de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas) permanecen incluidas en estas partidas, incluso si dichas partes exceden la función de simples accesorios 211 > ARTÍCULOS DE TALABARTERÍA O GUARNICIONERÍA PARA TODOS LOS ANIMALES (INCLUIDOS LOS TIROS, TRAÍLLAS, RODILLERAS, BOZALES, SUDADEROS, ALFORJAS, ABRIGOS PARA PERROS Y ARTÍCULOS SIMILARES), DE CUALQUIER MATERIA",0.0,0.0,0.0,,No,"prendas de cuero, accesorios de vestir, artículos de talabartería, complementos de moda, bisutería de piel"
4202.11.00.00.00,"BAÚLES, MALETAS (VALIJAS), MALETINES, INCLUIDOS LOS DE ASEO Y LOS PORTADOCUMENTOS, PORTAFOLIOS (CARTERAS DE MANO), CARTAPACIOS, FUNDAS Y ESTUCHES PARA GAFAS (ANTEOJOS), BINOCULARES, CÁMARAS FOTOGRÁFICAS O CINEMATOGRÁFICAS, INSTRUMENTOS MUSICALES O ARMAS Y CONTINENTES SIMILARES; SACOS DE VIAJE, SACOS (BOLSAS) AISLANTES PARA ALIMENTOS Y BEBIDAS, BOLSAS DE ASEO, MOCHILAS, BOLSOS DE MANO (CARTERAS), BOLSAS PARA LA COMPRA, BILLETERAS, PORTAMONEDAS, PORTAMAPAS, PETACAS, PITILLERAS Y BOLSAS PARA TABACO, BOLSAS PARA HERRAMIENTAS Y PARA ARTÍCULOS DE DEPORTE, ESTUCHES PARA FRASCOS Y BOTELLAS, ESTUCHES PARA JOYAS, POLVERAS, ESTUCHES PARA ORFEBRERÍA Y CONTINENTES SIMILARES, DE CUERO NATURAL O REGENERADO, HOJAS DE PLÁSTICO, MATERIA TEXTIL, FIBRA VULCANIZADA O CARTÓN, O RECUBIERTOS TOTALMENTE O EN SU MAYOR PARTE CON ESAS MATERIAS O PAPEL > Con la superficie exterior de cuero natural o cuero regenerado",0.0,0.0,0.0,,No,"maletas, mochilas, estuches, bolsos, portafolios"
4202.12.00.00.00,"BAÚLES, MALETAS (VALIJAS), MALETINES, INCLUIDOS LOS DE ASEO Y LOS PORTADOCUMENTOS, PORTAFOLIOS (CARTERAS DE MANO), CARTAPACIOS, FUNDAS Y ESTUCHES PARA GAFAS (ANTEOJOS), BINOCULARES, CÁMARAS FOTOGRÁFICAS O CINEMATOGRÁFICAS, INSTRUMENTOS MUSICALES O ARMAS Y CONTINENTES SIMILARES; SACOS DE VIAJE, SACOS (BOLSAS) AISLANTES PARA ALIMENTOS Y BEBIDAS, BOLSAS DE ASEO, MOCHILAS, BOLSOS DE MANO (CARTERAS), BOLSAS PARA LA COMPRA, BILLETERAS, PORTAMONEDAS, PORTAMAPAS, PETACAS, PITILLERAS Y BOLSAS PARA TABACO, BOLSAS PARA HERRAMIENTAS Y PARA ARTÍCULOS DE DEPORTE, ESTUCHES PARA FRASCOS Y BOTELLAS, ESTUCHES PARA JOYAS, POLVERAS, ESTUCHES PARA ORFEBRERÍA Y CONTINENTES SIMILARES, DE CUERO NATURAL O REGENERADO, HOJAS DE PLÁSTICO, MATERIA TEXTIL, FIBRA VULCANIZADA O CARTÓN, O RECUBIERTOS TOTALMENTE O EN SU MAYOR PARTE CON ESAS MATERIAS O PAPEL > Con la superficie exterior de plástico o materia textil",0.0,0.0,0.0,,No,"Maletas, Mochilas, Estuches, Bolsos, Baúles"
4202.19.00.00.00,"BAÚLES, MALETAS (VALIJAS), MALETINES, INCLUIDOS LOS DE ASEO Y LOS PORTADOCUMENTOS, PORTAFOLIOS (CARTERAS DE MANO), CARTAPACIOS, FUNDAS Y ESTUCHES PARA GAFAS (ANTEOJOS), BINOCULARES, CÁMARAS FOTOGRÁFICAS O CINEMATOGRÁFICAS, INSTRUMENTOS MUSICALES O ARMAS Y CONTINENTES SIMILARES; SACOS DE VIAJE, SACOS (BOLSAS) AISLANTES PARA ALIMENTOS Y BEBIDAS, BOLSAS DE ASEO, MOCHILAS, BOLSOS DE MANO (CARTERAS), BOLSAS PARA LA COMPRA, BILLETERAS, PORTAMONEDAS, PORTAMAPAS, PETACAS, PITILLERAS Y BOLSAS PARA TABACO, BOLSAS PARA HERRAMIENTAS Y PARA ARTÍCULOS DE DEPORTE, ESTUCHES PARA FRASCOS Y BOTELLAS, ESTUCHES PARA JOYAS, POLVERAS, ESTUCHES PARA ORFEBRERÍA Y CONTINENTES SIMILARES, DE CUERO NATURAL O REGENERADO, HOJAS DE PLÁSTICO, MATERIA TEXTIL, FIBRA VULCANIZADA O CARTÓN, O RECUBIERTOS TOTALMENTE O EN SU MAYOR PARTE CON ESAS MATERIAS O PAPEL > Los demás",0.0,0.0,0.0,,No,"maletas, mochilas, estuches, bolsas, portafolios"
